epoch,method,batch_size,learning_rate,train_loss,test_error,epoch_time
41,small_static,128,0.00625,0.015086218441671718,7.010000000000005,11.931641340255737
42,small_static,128,0.00625,0.005403113817281799,6.950000000000003,11.914948463439941
43,small_static,128,0.00625,0.003879454305846252,6.790000000000006,12.041168689727783
44,small_static,128,0.00625,0.0031369387649738396,6.900000000000006,12.119167566299438
45,small_static,128,0.00625,0.002868522611160729,6.680000000000007,11.880926847457886
46,small_static,128,0.00625,0.0026253016974860386,6.769999999999996,11.977673768997192
47,small_static,128,0.00625,0.0024379480757744615,6.680000000000007,12.026533603668213
48,small_static,128,0.00625,0.0023525161161047736,6.769999999999996,12.151087999343872
49,small_static,128,0.00625,0.0022300536013784202,6.75,11.906049728393555
50,small_static,128,0.00625,0.002204422878204728,6.75,12.137478113174438
51,small_static,128,0.00625,0.0021926937730305756,6.799999999999997,11.77504277229309
52,small_static,128,0.00625,0.0021012412074621696,6.859999999999999,11.922080993652344
53,small_static,128,0.00625,0.002111628741598817,6.810000000000002,11.905458688735962
54,small_static,128,0.00625,0.0020417740771066406,6.8700000000000045,11.934787034988403
55,small_static,128,0.00625,0.002113359715558215,6.840000000000003,11.881999254226685
56,small_static,128,0.00625,0.0021187053122835708,6.780000000000001,11.731916427612305
57,small_static,128,0.00625,0.0021283954254357512,6.810000000000002,11.883289098739624
58,small_static,128,0.00625,0.002063723872658977,6.950000000000003,11.919269323348999
59,small_static,128,0.00625,0.0020577277432678384,6.909999999999997,11.738545656204224
60,small_static,128,0.00625,0.0020134557904338025,6.780000000000001,12.010423421859741
61,small_static,128,0.0015625,0.002003698341815528,6.700000000000003,11.919948101043701
62,small_static,128,0.0015625,0.001968341003701305,6.790000000000006,11.913047075271606
63,small_static,128,0.0015625,0.0020020382489010233,6.859999999999999,11.899149656295776
64,small_static,128,0.0015625,0.001991862065788271,6.799999999999997,11.890135288238525
65,small_static,128,0.0015625,0.0019890827136481606,6.890000000000001,11.689850568771362
66,small_static,128,0.0015625,0.00196912527436327,6.799999999999997,11.946717977523804
67,small_static,128,0.0015625,0.0019972466369485185,6.859999999999999,11.907014608383179
68,small_static,128,0.0015625,0.002027180328566049,6.900000000000006,11.950164079666138
69,small_static,128,0.0015625,0.002009756843135484,6.8700000000000045,11.84814715385437
70,small_static,128,0.0015625,0.002010772491483562,6.859999999999999,11.759012222290039
71,small_static,128,0.0015625,0.0019694559200645,6.849999999999994,12.039404392242432
72,small_static,128,0.0015625,0.0019906705034636596,6.8799999999999955,11.916714429855347
73,small_static,128,0.0015625,0.0020072980616827494,6.890000000000001,11.724982023239136
74,small_static,128,0.0015625,0.0019707760571547822,6.8799999999999955,12.047191858291626
75,small_static,128,0.0015625,0.001980782302691222,6.819999999999993,11.887583017349243
76,small_static,128,0.0015625,0.0019759774958438823,6.840000000000003,11.893831729888916
77,small_static,128,0.0015625,0.0019734286102972656,6.8799999999999955,11.899537801742554
78,small_static,128,0.0015625,0.0019482138887125212,6.8799999999999955,11.886561393737793
79,small_static,128,0.0015625,0.001963559208985871,6.799999999999997,11.905048847198486
80,small_static,128,0.0015625,0.001983333895452567,6.8700000000000045,11.905330419540405
81,small_static,128,0.000390625,0.001971178908280329,6.8799999999999955,11.949872016906738
82,small_static,128,0.000390625,0.0019815039637534303,6.959999999999994,11.923524379730225
83,small_static,128,0.000390625,0.0019781678590599866,6.819999999999993,11.672007083892822
84,small_static,128,0.000390625,0.001963527705982081,6.950000000000003,11.931807518005371
85,small_static,128,0.000390625,0.0019394982450290212,6.890000000000001,11.85245943069458
86,small_static,128,0.000390625,0.0019613139678600995,6.859999999999999,11.278487205505371
87,small_static,128,0.000390625,0.0019717800701761854,6.859999999999999,11.302144050598145
88,small_static,128,0.000390625,0.00195324182811219,6.8799999999999955,11.369540691375732
89,small_static,128,0.000390625,0.001945429948468341,6.849999999999994,11.323952674865723
90,small_static,128,0.000390625,0.001935226984991273,6.909999999999997,11.263536214828491
91,small_static,128,0.000390625,0.001956150983956688,6.810000000000002,11.317171812057495
92,small_static,128,0.000390625,0.0019430680161238766,6.819999999999993,11.327016353607178
93,small_static,128,0.000390625,0.0019445481062529168,6.849999999999994,11.319685220718384
94,small_static,128,0.000390625,0.0019550920087548253,6.769999999999996,11.319626808166504
95,small_static,128,0.000390625,0.0019757943785141735,6.790000000000006,11.326738119125366
96,small_static,128,0.000390625,0.0019708811357589577,6.840000000000003,11.306998014450073
97,small_static,128,0.000390625,0.001938851787147722,6.8700000000000045,11.337876319885254
98,small_static,128,0.000390625,0.001995657519526732,6.8700000000000045,11.333839178085327
99,small_static,128,0.000390625,0.0019470560335879848,6.859999999999999,11.291163206100464
100,small_static,128,0.000390625,0.0019193255418994979,6.819999999999993,11.281700134277344
1,large_static,2048,0.1,1.035346551736196,43.74,10.796569108963013
2,large_static,2048,0.1,0.4970813979705175,22.230000000000004,10.93341588973999
3,large_static,2048,0.1,0.4047729184230169,17.239999999999995,10.815125942230225
4,large_static,2048,0.1,0.33471132119496666,16.269999999999996,11.02866268157959
5,large_static,2048,0.1,0.2909021069606145,14.579999999999998,10.995264768600464
6,large_static,2048,0.1,0.2690684919555982,11.780000000000001,10.907445669174194
7,large_static,2048,0.1,0.23963162104288738,16.78,11.081753969192505
8,large_static,2048,0.1,0.2214487428466479,13.239999999999995,10.876555681228638
9,large_static,2048,0.1,0.20499766518672308,13.14,11.228068828582764
10,large_static,2048,0.1,0.192346986134847,9.439999999999998,11.00642204284668
11,large_static,2048,0.1,0.17975763728221258,10.730000000000004,11.090519189834595
12,large_static,2048,0.1,0.1741827110449473,10.680000000000007,11.196171998977661
13,large_static,2048,0.1,0.158492178718249,11.659999999999997,11.103003978729248
14,large_static,2048,0.1,0.1481801028052966,14.090000000000003,11.132947206497192
15,large_static,2048,0.1,0.13885607421398163,9.810000000000002,11.15911865234375
16,large_static,2048,0.1,0.13153752808769545,9.329999999999998,11.124762058258057
17,large_static,2048,0.1,0.11904388045271237,10.769999999999996,11.175117492675781
18,large_static,2048,0.1,0.10988348200917245,11.090000000000003,11.223993062973022
19,large_static,2048,0.1,0.09892428467671076,11.280000000000001,11.071812868118286
20,large_static,2048,0.1,0.09549515023827553,9.400000000000006,11.174164533615112
21,large_static,2048,0.025,0.058995973939696945,7.890000000000001,11.02540922164917
22,large_static,2048,0.025,0.03686176848908265,7.890000000000001,10.9749276638031
23,large_static,2048,0.025,0.029878667493661245,8.049999999999997,11.00101900100708
24,large_static,2048,0.025,0.02364306344340245,7.959999999999994,11.050316095352173
25,large_static,2048,0.025,0.02019776509453853,8.030000000000001,11.160988092422485
26,large_static,2048,0.025,0.01683353561287125,8.079999999999998,11.062227487564087
27,large_static,2048,0.025,0.013981569620470206,8.469999999999999,11.029741764068604
28,large_static,2048,0.025,0.012416153121739626,7.8799999999999955,11.231140613555908
29,large_static,2048,0.025,0.010353710905959209,8.049999999999997,11.381304740905762
30,large_static,2048,0.025,0.009260854202633102,8.079999999999998,11.19006085395813
31,large_static,2048,0.025,0.008422099240124225,7.989999999999995,11.00472903251648
32,large_static,2048,0.025,0.007606105630596479,7.790000000000006,10.865849018096924
33,large_static,2048,0.025,0.00656042187474668,7.980000000000004,11.071002721786499
34,large_static,2048,0.025,0.0059651239154239494,8.069999999999993,11.004997253417969
35,large_static,2048,0.025,0.0053411295792708795,8.090000000000003,11.038448095321655
36,large_static,2048,0.025,0.005058055246869723,7.900000000000006,11.262016296386719
37,large_static,2048,0.025,0.004803145319844286,8.040000000000006,11.110896825790405
38,large_static,2048,0.025,0.004538759247710308,8.040000000000006,11.170379400253296
39,large_static,2048,0.025,0.0041873704797277846,7.980000000000004,11.031728267669678
40,large_static,2048,0.025,0.003960068648060163,7.920000000000002,10.915895462036133
41,large_static,2048,0.00625,0.003602705616503954,7.950000000000003,11.01339054107666
42,large_static,2048,0.00625,0.0035111734255527456,7.969999999999999,10.969241619110107
43,large_static,2048,0.00625,0.0034894996089860795,7.799999999999997,11.009398221969604
44,large_static,2048,0.00625,0.0034171853059281904,7.920000000000002,11.032228946685791
45,large_static,2048,0.00625,0.0033787167243038616,7.930000000000007,11.05207109451294
46,large_static,2048,0.00625,0.0033855822791034975,7.920000000000002,10.898690938949585
47,large_static,2048,0.00625,0.003381371769743661,7.859999999999999,10.955364227294922
48,large_static,2048,0.00625,0.003305588049503664,7.909999999999997,10.95169734954834
49,large_static,2048,0.00625,0.003278581394503514,7.950000000000003,10.747499942779541
50,large_static,2048,0.00625,0.003262861305847764,7.950000000000003,10.608372449874878
51,large_static,2048,0.00625,0.0032106948162739474,7.950000000000003,10.783416271209717
52,large_static,2048,0.00625,0.0031834600182871022,7.840000000000003,10.748481750488281
53,large_static,2048,0.00625,0.0031873144442215564,7.930000000000007,10.742365598678589
54,large_static,2048,0.00625,0.003131433972157538,7.930000000000007,10.581957340240479
55,large_static,2048,0.00625,0.003099513441945116,7.909999999999997,10.716618776321411
56,large_static,2048,0.00625,0.0031117526115849612,7.829999999999998,10.74466347694397
57,large_static,2048,0.00625,0.003054813800069193,7.890000000000001,10.752300262451172
58,large_static,2048,0.00625,0.0030340769483397406,7.890000000000001,10.728502988815308
59,large_static,2048,0.00625,0.0030126363582288224,8.010000000000005,10.605668544769287
60,large_static,2048,0.00625,0.0029927881124118963,7.939999999999998,10.7120201587677
61,large_static,2048,0.0015625,0.002960654301568866,7.849999999999994,10.717375040054321
62,large_static,2048,0.0015625,0.0029627881478518246,7.920000000000002,10.648773431777954
63,large_static,2048,0.0015625,0.0029008873117466766,7.8799999999999955,10.716501474380493
64,large_static,2048,0.0015625,0.002907389293735226,7.909999999999997,10.760290384292603
65,large_static,2048,0.0015625,0.0029145533917471766,7.930000000000007,10.611764430999756
66,large_static,2048,0.0015625,0.002885353743719558,7.930000000000007,10.74879240989685
67,large_static,2048,0.0015625,0.002916562433044116,7.920000000000002,10.894551992416382
68,large_static,2048,0.0015625,0.0029126390737170974,7.909999999999997,10.96898102760315
69,large_static,2048,0.0015625,0.0028753631903479498,7.950000000000003,11.020714282989502
70,large_static,2048,0.0015625,0.0029066854311774176,7.8799999999999955,11.08730149269104
71,large_static,2048,0.0015625,0.002869329182431102,7.8700000000000045,11.27808427810669
72,large_static,2048,0.0015625,0.0028690392539526027,7.959999999999994,11.275701761245728
73,large_static,2048,0.0015625,0.0028461584355682135,7.909999999999997,11.177651166915894
74,large_static,2048,0.0015625,0.0028489742428064345,7.890000000000001,11.218982219696045
75,large_static,2048,0.0015625,0.0028901904122903945,7.939999999999998,11.14093565940857
76,large_static,2048,0.0015625,0.0028611663340901337,7.900000000000006,11.255550146102905
77,large_static,2048,0.0015625,0.002810432855039835,7.900000000000006,11.284108638763428
78,large_static,2048,0.0015625,0.0028312622336670755,7.909999999999997,11.233607292175293
79,large_static,2048,0.0015625,0.0028427715413272383,7.920000000000002,11.040404558181763
80,large_static,2048,0.0015625,0.0028369262426470717,7.900000000000006,11.09239411354065
81,large_static,2048,0.000390625,0.002828755066730082,7.859999999999999,11.22661280632019
82,large_static,2048,0.000390625,0.0028169317015757163,7.8799999999999955,11.262134790420532
83,large_static,2048,0.000390625,0.0028186907215664784,7.930000000000007,11.200382232666016
84,large_static,2048,0.000390625,0.0028083571465685963,7.909999999999997,11.292642831802368
85,large_static,2048,0.000390625,0.0028181620019798476,7.950000000000003,11.285667181015015
86,large_static,2048,0.000390625,0.002814517915248871,7.980000000000004,11.439747333526611
87,large_static,2048,0.000390625,0.0028172911455233893,7.909999999999997,11.30742073059082
88,large_static,2048,0.000390625,0.002821241373506685,7.909999999999997,11.637380599975586
89,large_static,2048,0.000390625,0.0028283845478047926,7.920000000000002,11.400240421295166
90,large_static,2048,0.000390625,0.0028162047111739714,7.909999999999997,11.285606384277344
91,large_static,2048,0.000390625,0.002833654452115297,7.920000000000002,11.438931226730347
92,large_static,2048,0.000390625,0.00282373014682283,7.930000000000007,11.532052993774414
93,large_static,2048,0.000390625,0.0028082389772559205,7.909999999999997,11.692315816879272
94,large_static,2048,0.000390625,0.002807700641763707,7.930000000000007,11.680225849151611
95,large_static,2048,0.000390625,0.0028364781911174456,7.909999999999997,11.659093141555786
96,large_static,2048,0.000390625,0.0028020249990125495,7.920000000000002,11.842992782592773
97,large_static,2048,0.000390625,0.0027828817643846073,7.8799999999999955,11.459556102752686
98,large_static,2048,0.000390625,0.002801154057184855,7.939999999999998,11.148184537887573
99,large_static,2048,0.000390625,0.0028090091655030847,7.8799999999999955,11.207231044769287
100,large_static,2048,0.000390625,0.0027984450959290066,7.909999999999997,11.09240460395813
1,adabatch,128,0,0.47349306655082624,13.579999999999998,11.93668794631958
2,adabatch,128,0,0.28525038571881334,16.58,11.862787008285522
3,adabatch,128,0,0.24717277351981287,12.090000000000003,12.179787158966064
4,adabatch,128,0,0.22577798488869597,11.719999999999999,12.171396732330322
5,adabatch,128,0,0.21617627539423737,10.120000000000005,12.078731536865234
6,adabatch,128,0,0.20925127290713508,9.959999999999994,12.024228811264038
7,adabatch,128,0,0.20177279546189664,9.700000000000003,11.984199047088623
8,adabatch,128,0,0.1988196813030792,12.730000000000004,11.83256483078003
9,adabatch,128,0,0.19208403047658743,8.870000000000005,12.012570858001709
10,adabatch,128,0,0.19215117415576094,10.680000000000007,12.08042025566101
11,adabatch,128,0,0.18827235366680475,11.620000000000005,11.49272108078003
12,adabatch,128,0,0.18457081790036484,8.370000000000005,11.627947568893433
13,adabatch,128,0,0.18064556048432392,8.159999999999997,11.487739562988281
14,adabatch,128,0,0.17682915379497796,8.769999999999996,11.429899215698242
15,adabatch,128,0,0.1754620089285028,13.700000000000003,11.597096920013428
16,adabatch,128,0,0.17409158116782397,9.870000000000005,11.584070205688477
17,adabatch,128,0,0.17150840656494282,10.420000000000002,11.486562728881836
18,adabatch,128,0,0.16956253853370387,10.379999999999995,11.595629692077637
19,adabatch,128,0,0.17095674456023713,9.519999999999996,11.843920707702637
20,adabatch,128,0,0.16602213610845334,9.980000000000004,11.413552045822144
21,adabatch,256,0,0.16513232598279384,9.900000000000006,11.181565999984741
22,adabatch,256,0,0.1703772357169618,9.430000000000007,10.967251300811768
23,adabatch,256,0,0.15895748185984632,9.409999999999997,11.151597738265991
24,adabatch,256,0,0.1632912448429047,8.709999999999994,10.964286804199219
25,adabatch,256,0,0.15986787350253856,11.969999999999999,11.115665197372437
26,adabatch,256,0,0.16092371411146,8.290000000000006,10.970142364501953
27,adabatch,256,0,0.1607191525241162,9.290000000000006,11.101390361785889
28,adabatch,256,0,0.15832859921328565,9.650000000000006,10.972771167755127
29,adabatch,256,0,0.15774291731575701,8.950000000000003,11.07630443572998
30,adabatch,256,0,0.15687736402800742,10.25,10.962837219238281
31,adabatch,256,0,0.1569199653064951,9.11,11.099769592285156
32,adabatch,256,0,0.15548983054592255,16.430000000000007,10.99834942817688
33,adabatch,256,0,0.15549661003528759,9.829999999999998,10.956369638442993
34,adabatch,256,0,0.15187439151266788,10.069999999999993,10.988278865814209
35,adabatch,256,0,0.15675702389884502,11.519999999999996,11.11669659614563
36,adabatch,256,0,0.15173272100534846,10.099999999999994,11.12057614326477
37,adabatch,256,0,0.154381400346756,8.689999999999998,10.967442274093628
38,adabatch,256,0,0.1532854895642463,11.189999999999998,11.04872441291809
39,adabatch,256,0,0.1513529467455884,10.049999999999997,11.186026811599731
40,adabatch,256,0,0.1532305694640951,11.340000000000003,11.100515842437744
41,adabatch,512,0,0.15402030035600825,13.439999999999998,10.93550705909729
42,adabatch,512,0,0.1538370487169694,12.700000000000003,10.934657096862793
43,adabatch,512,0,0.15514990535833068,9.840000000000003,10.816806554794312
44,adabatch,512,0,0.1517870428703599,10.959999999999994,10.918962240219116
45,adabatch,512,0,0.16028541339150928,9.730000000000004,10.883829355239868
46,adabatch,512,0,0.1537868987326905,9.620000000000005,10.906320810317993
47,adabatch,512,0,0.15118587730547128,9.739999999999995,10.871161937713623
48,adabatch,512,0,0.153834574113963,9.39,10.961815118789673
49,adabatch,512,0,0.1536064200355845,11.079999999999998,10.961879253387451
50,adabatch,512,0,0.15457562022542548,11.659999999999997,10.92911672592163
51,adabatch,512,0,0.15851627328133178,10.61,10.958719491958618
52,adabatch,512,0,0.14707456503884267,10.25,10.964500904083252
53,adabatch,512,0,0.14866101192468303,10.120000000000005,10.9576895236969
54,adabatch,512,0,0.15311565925761805,17.560000000000002,10.931667566299438
55,adabatch,512,0,0.1499755159651829,11.739999999999995,10.88145899772644
56,adabatch,512,0,0.15208777962094647,10.069999999999993,11.017049551010132
57,adabatch,512,0,0.1556961070430481,10.230000000000004,10.889368772506714
58,adabatch,512,0,0.15275048275115127,12.739999999999995,10.868782997131348
59,adabatch,512,0,0.147195204587306,9.14,10.93916916847229
60,adabatch,512,0,0.1508499040441998,11.75,10.950990200042725
61,adabatch,1024,0,0.17717038978964594,11.25,10.853902816772461
62,adabatch,1024,0,0.15292508294016627,10.079999999999998,10.863170385360718
63,adabatch,1024,0,0.13934284890607251,11.730000000000004,10.822007894515991
64,adabatch,1024,0,0.14689509734763936,19.950000000000003,10.774487733840942
65,adabatch,1024,0,0.15365575897996708,12.069999999999993,10.778095483779907
66,adabatch,1024,0,0.15052556549593554,12.219999999999999,10.763860940933228
67,adabatch,1024,0,0.14335310130806292,10.709999999999994,10.75238037109375
68,adabatch,1024,0,0.14712537686198446,9.25,10.672388792037964
69,adabatch,1024,0,0.14755705946077735,12.459999999999994,10.750500440597534
70,adabatch,1024,0,0.1472206524873184,11.650000000000006,10.819863080978394
71,adabatch,1024,0,0.1457891820345895,9.769999999999996,10.761448383331299
72,adabatch,1024,0,0.1471191354222217,11.540000000000006,10.723377227783203
73,adabatch,1024,0,0.1517253871691429,10.579999999999998,10.851758003234863
74,adabatch,1024,0,0.1480514332652092,11.799999999999997,10.719145059585571
75,adabatch,1024,0,0.15044971075603517,12.290000000000006,10.781429052352905
76,adabatch,1024,0,0.14661749932220428,8.840000000000003,10.8254714012146
77,adabatch,1024,0,0.14650418154769024,9.010000000000005,10.751689672470093
78,adabatch,1024,0,0.14526875582286866,11.0,10.750162363052368
79,adabatch,1024,0,0.14380282946562362,8.870000000000005,10.758824825286865
80,adabatch,1024,0,0.15306720945794702,9.090000000000003,10.806053400039673
81,adabatch,2048,0,0.17015435645977656,15.629999999999995,10.714449882507324
82,adabatch,2048,0,0.15864730874697366,10.61,10.936971664428711
83,adabatch,2048,0,0.15545596381028493,14.599999999999994,10.736466407775879
84,adabatch,2048,0,0.1593942532936732,26.909999999999997,10.742488384246826
85,adabatch,2048,0,0.15732493102550507,10.629999999999995,10.75987958908081
86,adabatch,2048,0,0.15490230297048888,22.560000000000002,10.727968215942383
87,adabatch,2048,0,0.150965150197347,13.930000000000007,10.733699321746826
88,adabatch,2048,0,0.15274348805348079,9.75,10.918412685394287
89,adabatch,2048,0,0.15825481712818146,16.430000000000007,10.706591129302979
90,adabatch,2048,0,0.15307152569293975,17.269999999999996,10.70861554145813
91,adabatch,2048,0,0.15819831440846124,12.239999999999995,10.784757137298584
92,adabatch,2048,0,0.15711142222086588,12.159999999999997,10.787453651428223
93,adabatch,2048,0,0.16386139492193857,11.079999999999998,10.734457015991211
94,adabatch,2048,0,0.14589978431661924,13.310000000000002,10.913828372955322
95,adabatch,2048,0,0.1566880131761233,10.599999999999994,10.789274215698242
96,adabatch,2048,0,0.16002057045698165,15.189999999999998,10.88110637664795
97,adabatch,2048,0,0.14631425688664118,19.33,10.705637693405151
98,adabatch,2048,0,0.15801953971385957,19.209999999999994,10.737926006317139
99,adabatch,2048,0,0.15211451624830563,12.049999999999997,10.877289533615112
100,adabatch,2048,0,0.1468839131295681,11.939999999999998,10.717318296432495
