epoch,method,batch_size,learning_rate,train_loss,test_accuracy,epoch_time
32,small_static,128,0.025,0.05646459877030301,91.97,12.56771183013916
33,small_static,128,0.025,0.050716541687658094,92.13,12.574427366256714
34,small_static,128,0.025,0.05069124789785411,92.17,12.567720174789429
35,small_static,128,0.025,0.05217755371843701,92.38,12.586190700531006
36,small_static,128,0.025,0.055345966335711705,92.23,12.579046964645386
37,small_static,128,0.025,0.04718839019131876,92.08,12.549876689910889
38,small_static,128,0.025,0.055339948033917945,91.91,12.534245729446411
39,small_static,128,0.025,0.04747954407420907,92.12,12.418033123016357
40,small_static,128,0.025,0.042613795405176326,91.82,12.766351222991943
41,small_static,128,0.00625,0.017061074229596712,93.26,12.852641820907593
42,small_static,128,0.00625,0.0052411072636281315,93.25,12.509430408477783
43,small_static,128,0.00625,0.003720914026094811,93.26,12.132005453109741
44,small_static,128,0.00625,0.002994531598527914,93.35,12.293288230895996
45,small_static,128,0.00625,0.002653042070824764,93.27,11.971297979354858
46,small_static,128,0.00625,0.0024500028648501092,93.2,12.049611806869507
47,small_static,128,0.00625,0.0022495340611507642,93.24,11.966245651245117
48,small_static,128,0.00625,0.002147453102116376,93.37,11.851030826568604
49,small_static,128,0.00625,0.0021485952400554743,93.28,11.893887042999268
50,small_static,128,0.00625,0.0020127950016774537,93.37,11.947269916534424
51,small_static,128,0.00625,0.001985182689412483,93.21,11.851066589355469
52,small_static,128,0.00625,0.0019866035061467417,93.27,11.826399564743042
53,small_static,128,0.00625,0.0019858043909178123,93.28,11.706460952758789
54,small_static,128,0.00625,0.0019974755393817765,93.37,11.742959022521973
55,small_static,128,0.00625,0.001953205257939147,93.34,11.892046689987183
56,small_static,128,0.00625,0.0019816775294417923,93.25,11.724122285842896
57,small_static,128,0.00625,0.001968665651034818,93.13,11.868801355361938
58,small_static,128,0.00625,0.001916963953340152,93.26,11.91193675994873
59,small_static,128,0.00625,0.0018863898243006469,93.14,11.880050420761108
60,small_static,128,0.00625,0.001930360426393542,93.23,11.891280174255371
61,small_static,128,0.0015625,0.0018848133283847972,93.24,11.997234106063843
62,small_static,128,0.0015625,0.0018271545087471842,93.2,11.958148956298828
63,small_static,128,0.0015625,0.001824993527492385,93.19,11.90831732749939
64,small_static,128,0.0015625,0.00189532310431843,93.21,11.91338849067688
65,small_static,128,0.0015625,0.0018478292778982266,93.22,11.867774486541748
66,small_static,128,0.0015625,0.0018245532135935877,93.21,11.757357358932495
67,small_static,128,0.0015625,0.0018218217595323508,93.26,11.875550508499146
68,small_static,128,0.0015625,0.0018057245383861222,93.2,11.787132740020752
69,small_static,128,0.0015625,0.001853426031744493,93.25,11.837637662887573
70,small_static,128,0.0015625,0.0018687418394926578,93.21,11.78490924835205
71,small_static,128,0.0015625,0.0018519524789935569,93.29,11.910949468612671
72,small_static,128,0.0015625,0.0018459533919334046,93.25,11.829834699630737
73,small_static,128,0.0015625,0.0018450397351977112,93.22,11.825376510620117
74,small_static,128,0.0015625,0.0018303897000972365,93.2,11.805472135543823
75,small_static,128,0.0015625,0.0018601668037986482,93.22,11.899964570999146
76,small_static,128,0.0015625,0.0018504422288566733,93.28,11.803982734680176
77,small_static,128,0.0015625,0.0018556286335867176,93.23,11.853775978088379
78,small_static,128,0.0015625,0.0018705475345891375,93.24,11.873821258544922
79,small_static,128,0.0015625,0.001842497772142998,93.18,11.859464883804321
80,small_static,128,0.0015625,0.0018592759082441343,93.22,11.873434782028198
81,small_static,128,0.000390625,0.0018147834032319233,93.18,11.865048170089722
82,small_static,128,0.000390625,0.0018423734337532284,93.21,11.8720543384552
83,small_static,128,0.000390625,0.0018570445598845781,93.21,11.861052751541138
84,small_static,128,0.000390625,0.0018484716657112274,93.25,11.898347854614258
85,small_static,128,0.000390625,0.0018068850914171257,93.18,11.90661334991455
86,small_static,128,0.000390625,0.0018427511483534121,93.14,11.929054975509644
87,small_static,128,0.000390625,0.0018465243466595598,93.2,11.893822431564331
88,small_static,128,0.000390625,0.0018564380520680692,93.18,11.88135552406311
89,small_static,128,0.000390625,0.0018133242621517448,93.23,11.851587772369385
90,small_static,128,0.000390625,0.0018012316183629892,93.16,11.89887261390686
91,small_static,128,0.000390625,0.001831263417938053,93.21,11.88895297050476
92,small_static,128,0.000390625,0.0018688823704097444,93.19,12.075050115585327
93,small_static,128,0.000390625,0.0018471179481373348,93.22,11.875123977661133
94,small_static,128,0.000390625,0.0018536499536373832,93.17,11.869765281677246
95,small_static,128,0.000390625,0.0018621853165286801,93.21,12.019182443618774
96,small_static,128,0.000390625,0.0018054010115190547,93.27,11.869424819946289
97,small_static,128,0.000390625,0.0018392345054633122,93.2,11.91834545135498
98,small_static,128,0.000390625,0.0018557562530765544,93.24,12.016267538070679
99,small_static,128,0.000390625,0.001797743768283307,93.24,12.117824077606201
100,small_static,128,0.000390625,0.0018289960679540565,93.23,11.888527631759644
1,large_static,4096,0.1,1.2419726610183717,42.84,22.066933631896973
2,large_static,4096,0.1,0.6409950296084086,52.77,21.25677466392517
3,large_static,4096,0.1,0.47327665289243065,76.45,21.392342805862427
4,large_static,4096,0.1,0.4029744764169057,80.92,21.441571950912476
5,large_static,4096,0.1,0.3479771057764689,80.46,22.041821241378784
6,large_static,4096,0.1,0.302618811527888,85.88,21.534482955932617
7,large_static,4096,0.1,0.28964026769002277,78.2,21.24594020843506
8,large_static,4096,0.1,0.2538791120052338,85.57,21.11405658721924
9,large_static,4096,0.1,0.23403271635373432,88.91,21.14980912208557
10,large_static,4096,0.1,0.2153972754875819,83.08,21.36973738670349
11,large_static,4096,0.1,0.19988725781440736,90.2,21.296935081481934
12,large_static,4096,0.1,0.19310026864210764,88.3,21.3065505027771
13,large_static,4096,0.1,0.1807650993267695,90.97,21.311562061309814
14,large_static,4096,0.1,0.16202290157477062,82.32,21.4034104347229
15,large_static,4096,0.1,0.15527043243249258,89.88,21.370479583740234
16,large_static,4096,0.1,0.14585496485233307,89.65,21.2202730178833
17,large_static,4096,0.1,0.13484855145215988,84.78,21.19348955154419
18,large_static,4096,0.1,0.131155763566494,88.6,21.10414218902588
19,large_static,4096,0.1,0.12483127762873968,90.74,21.368717432022095
20,large_static,4096,0.1,0.11249214361111323,86.47,21.204063177108765
21,large_static,4096,0.025,0.08671670059363047,90.35,21.126497507095337
22,large_static,4096,0.025,0.06718930328885714,91.84,21.270591259002686
23,large_static,4096,0.025,0.05808897390961647,91.67,21.246021509170532
24,large_static,4096,0.025,0.05161731590827306,91.9,21.201607942581177
25,large_static,4096,0.025,0.046523894369602206,91.55,21.133018016815186
26,large_static,4096,0.025,0.04251608451207479,91.74,21.193064212799072
27,large_static,4096,0.025,0.037593140204747515,91.57,21.16611385345459
28,large_static,4096,0.025,0.03269783767561118,91.64,21.186678647994995
29,large_static,4096,0.025,0.029315739000837008,91.58,21.408097743988037
30,large_static,4096,0.025,0.027021087581912677,91.41,21.331970930099487
31,large_static,4096,0.025,0.02387581082681815,91.14,21.14126443862915
32,large_static,4096,0.025,0.022111194084088008,91.54,21.208788871765137
33,large_static,4096,0.025,0.01908984693388144,91.11,21.280967235565186
34,large_static,4096,0.025,0.0168913551295797,91.64,21.206148862838745
35,large_static,4096,0.025,0.014951582315067451,91.73,21.08577847480774
36,large_static,4096,0.025,0.013250880564252535,91.5,21.161541223526
37,large_static,4096,0.025,0.011652402207255363,91.4,21.25421667098999
38,large_static,4096,0.025,0.010508776766558488,91.08,21.284576416015625
39,large_static,4096,0.025,0.009913289174437522,91.62,21.167994737625122
40,large_static,4096,0.025,0.008847993798553944,91.78,21.349353313446045
41,large_static,4096,0.00625,0.00762049009402593,91.53,21.1695659160614
42,large_static,4096,0.00625,0.007326009745399157,91.6,21.14766216278076
43,large_static,4096,0.00625,0.007054509657124678,91.66,21.206981420516968
44,large_static,4096,0.00625,0.007001235894858837,91.57,21.15987277030945
45,large_static,4096,0.00625,0.00682525107016166,91.51,21.396785497665405
46,large_static,4096,0.00625,0.006752375140786171,91.62,21.09963035583496
47,large_static,4096,0.00625,0.0066330118104815485,91.6,21.25887894630432
48,large_static,4096,0.00625,0.006520204960058133,91.53,21.148322343826294
49,large_static,4096,0.00625,0.006442300882190466,91.44,21.21432638168335
50,large_static,4096,0.00625,0.006341912131756544,91.62,21.209822416305542
51,large_static,4096,0.00625,0.006208875309675932,91.69,21.362301349639893
52,large_static,4096,0.00625,0.006158065733810266,91.57,21.256755590438843
53,large_static,4096,0.00625,0.006049507266531388,91.59,21.15744185447693
54,large_static,4096,0.00625,0.005971100833266974,91.62,21.118794202804565
55,large_static,4096,0.00625,0.005896952127416929,91.6,21.135001182556152
56,large_static,4096,0.00625,0.005801374713579814,91.58,21.19629192352295
57,large_static,4096,0.00625,0.005709644469122092,91.57,21.18681788444519
58,large_static,4096,0.00625,0.0056395214051008224,91.59,21.164034128189087
59,large_static,4096,0.00625,0.005619453514615695,91.72,21.217265844345093
60,large_static,4096,0.00625,0.005535726932187875,91.64,21.225318431854248
61,large_static,4096,0.0015625,0.005379855198164781,91.6,21.20794916152954
62,large_static,4096,0.0015625,0.005363206937909126,91.67,21.344855308532715
63,large_static,4096,0.0015625,0.0053352349127332365,91.63,21.25045394897461
64,large_static,4096,0.0015625,0.005334625858813525,91.59,21.183175563812256
65,large_static,4096,0.0015625,0.00532110221683979,91.67,21.281501293182373
66,large_static,4096,0.0015625,0.005289766596009334,91.63,21.153196811676025
67,large_static,4096,0.0015625,0.005262162970999877,91.63,21.312594890594482
68,large_static,4096,0.0015625,0.005274827840427558,91.64,21.201725959777832
69,large_static,4096,0.0015625,0.0052775789052248,91.62,21.41321325302124
70,large_static,4096,0.0015625,0.005241720471531153,91.64,21.22676992416382
71,large_static,4096,0.0015625,0.005229595893373092,91.63,21.16625452041626
72,large_static,4096,0.0015625,0.0051904099993407725,91.65,21.177980184555054
73,large_static,4096,0.0015625,0.005201954332490762,91.57,21.293946981430054
74,large_static,4096,0.0015625,0.005166301410645247,91.66,21.159682750701904
75,large_static,4096,0.0015625,0.005146304455896218,91.61,21.199439525604248
76,large_static,4096,0.0015625,0.00514526159192125,91.66,21.196209192276
77,large_static,4096,0.0015625,0.005142939152816931,91.62,21.38144063949585
78,large_static,4096,0.0015625,0.005133870337158441,91.62,21.171109199523926
79,large_static,4096,0.0015625,0.005116468295454979,91.64,21.223140239715576
80,large_static,4096,0.0015625,0.005093016382306814,91.63,21.167832851409912
81,large_static,4096,0.000390625,0.005048141442239284,91.61,21.155375003814697
82,large_static,4096,0.000390625,0.005053119516621033,91.66,21.167559385299683
83,large_static,4096,0.000390625,0.005054819925377766,91.62,21.30502200126648
84,large_static,4096,0.000390625,0.00504684317857027,91.65,21.407874584197998
85,large_static,4096,0.000390625,0.005079766331861416,91.63,21.21986699104309
86,large_static,4096,0.000390625,0.0050541114062070845,91.63,21.317702054977417
87,large_static,4096,0.000390625,0.005044548523922761,91.6,21.19595170021057
88,large_static,4096,0.000390625,0.005046980610738198,91.63,21.179001808166504
89,large_static,4096,0.000390625,0.005014551927646002,91.62,21.160601377487183
90,large_static,4096,0.000390625,0.005043095971147219,91.62,21.173259019851685
91,large_static,4096,0.000390625,0.005046181163440148,91.62,21.168389320373535
92,large_static,4096,0.000390625,0.005042051741232474,91.64,21.218976497650146
93,large_static,4096,0.000390625,0.0050306012853980064,91.62,21.120585441589355
94,large_static,4096,0.000390625,0.005031643062829971,91.63,21.178740978240967
95,large_static,4096,0.000390625,0.005019425755987564,91.64,21.16370415687561
96,large_static,4096,0.000390625,0.005015552571664254,91.62,21.17076349258423
97,large_static,4096,0.000390625,0.004998018437375625,91.64,21.143308401107788
98,large_static,4096,0.000390625,0.005007658464213212,91.62,21.274373292922974
99,large_static,4096,0.000390625,0.005002907166878383,91.62,21.175668478012085
100,large_static,4096,0.000390625,0.005003278609365225,91.64,21.109761714935303
1,adabatch,128,0,0.5198722803897695,84.91,11.824827909469604
2,adabatch,128,0,0.3005939051667765,88.68,11.974640846252441
3,adabatch,128,0,0.2556755629493229,89.63,11.881656169891357
4,adabatch,128,0,0.23640644542380437,84.4,11.985025405883789
5,adabatch,128,0,0.226221334101803,90.2,11.964889764785767
6,adabatch,128,0,0.21925794889233005,90.68,11.945503234863281
7,adabatch,128,0,0.20933499573263278,89.86,11.928954362869263
8,adabatch,128,0,0.2025005793901903,90.4,11.909605503082275
9,adabatch,128,0,0.19771715557016034,91.12,11.889106035232544
10,adabatch,128,0,0.1921360635363471,90.62,11.99266791343689
11,adabatch,128,0,0.19576331023087126,91.06,11.926835060119629
12,adabatch,128,0,0.18988981898596038,90.11,11.762838363647461
13,adabatch,128,0,0.1841048406941423,91.37,11.918451309204102
14,adabatch,128,0,0.1804553532937188,91.24,12.103724479675293
15,adabatch,128,0,0.18020349074560188,90.84,1084.5795221328735
16,adabatch,128,0,0.1779999077828454,91.53,12.207750797271729
17,adabatch,128,0,0.17136909915948473,91.32,12.327166318893433
18,adabatch,128,0,0.17559532667877578,91.07,12.005736112594604
19,adabatch,128,0,0.16881000758933107,91.06,11.868633031845093
20,adabatch,128,0,0.17152778025883347,90.45,11.87030029296875
21,adabatch,256,0,0.10183933722846052,93.0,11.621640920639038
22,adabatch,256,0,0.07361083813804262,93.26,11.621564388275146
23,adabatch,256,0,0.05931722600250802,91.6,11.516842603683472
24,adabatch,256,0,0.05443278082666245,93.08,11.543044567108154
25,adabatch,256,0,0.05536486772780723,92.31,11.61025094985962
26,adabatch,256,0,0.05768049766725682,91.44,11.474001169204712
27,adabatch,256,0,0.05628168212765075,92.33,11.541120290756226
28,adabatch,256,0,0.056591739806723086,92.33,11.604790210723877
29,adabatch,256,0,0.0556949478673174,90.06,11.590330123901367
30,adabatch,256,0,0.05893097735465841,90.91,11.54443073272705
31,adabatch,256,0,0.05748354419669573,91.54,11.615280866622925
32,adabatch,256,0,0.052665917725956184,92.76,11.640647888183594
33,adabatch,256,0,0.055857924435366975,91.96,11.715100049972534
34,adabatch,256,0,0.05162750834480245,92.41,11.516380310058594
35,adabatch,256,0,0.047720269129631364,92.16,11.572551012039185
36,adabatch,256,0,0.05039493279888275,91.78,11.62943434715271
37,adabatch,256,0,0.0492257439749355,91.68,11.512937784194946
38,adabatch,256,0,0.04980793771274546,92.33,11.526938438415527
39,adabatch,256,0,0.04799631041415194,90.81,11.582347393035889
40,adabatch,256,0,0.04691433993742821,91.57,11.545839309692383
41,adabatch,512,0,0.014190032999268022,93.12,11.243633508682251
42,adabatch,512,0,0.004400635955034424,93.42,11.265389680862427
43,adabatch,512,0,0.0029385832041675633,93.5,11.304096460342407
44,adabatch,512,0,0.002505370375297774,93.53,11.296096086502075
45,adabatch,512,0,0.0021802187518421877,93.58,11.25284218788147
46,adabatch,512,0,0.002089027259143669,93.46,11.293773651123047
47,adabatch,512,0,0.001968427836476683,93.45,11.2280592918396
48,adabatch,512,0,0.0018483724926551014,93.47,11.244718074798584
49,adabatch,512,0,0.0018358828482154946,93.44,11.229553699493408
50,adabatch,512,0,0.0018187536615325865,93.46,11.248005628585815
51,adabatch,512,0,0.0017681651229780736,93.39,11.253174066543579
52,adabatch,512,0,0.0017430606609904918,93.42,11.322661876678467
53,adabatch,512,0,0.0017865169605918987,93.49,11.219220161437988
54,adabatch,512,0,0.0017834989811783119,93.53,11.287148237228394
55,adabatch,512,0,0.0017698756803884723,93.45,11.23120927810669
56,adabatch,512,0,0.0017690474554201809,93.5,11.21122145652771
57,adabatch,512,0,0.0017791846638813742,93.51,11.304609775543213
58,adabatch,512,0,0.0017906290970316505,93.47,11.26663064956665
59,adabatch,512,0,0.0017670162290460982,93.54,11.062629461288452
60,adabatch,512,0,0.0017607857392295816,93.55,11.246953964233398
61,adabatch,1024,0,0.001585721713096156,93.49,11.156447410583496
62,adabatch,1024,0,0.0015926147925556969,93.5,11.202816486358643
63,adabatch,1024,0,0.0015847203282292111,93.52,11.195110082626343
64,adabatch,1024,0,0.0015912875552835353,93.53,11.131839275360107
65,adabatch,1024,0,0.0016147264977917075,93.53,11.107232093811035
66,adabatch,1024,0,0.0016100437684237199,93.53,11.072152614593506
67,adabatch,1024,0,0.0016060761073446374,93.54,11.162775754928589
68,adabatch,1024,0,0.0015940586404906492,93.56,11.153194665908813
69,adabatch,1024,0,0.0016204965857283796,93.55,11.149465799331665
70,adabatch,1024,0,0.0016107896946654734,93.57,11.153687000274658
71,adabatch,1024,0,0.001632769702602241,93.57,11.123923778533936
72,adabatch,1024,0,0.0016172213215475619,93.52,11.145102977752686
73,adabatch,1024,0,0.0016334263501309994,93.52,11.310064792633057
74,adabatch,1024,0,0.0016359113614564224,93.55,11.17307186126709
75,adabatch,1024,0,0.0016337118892914664,93.54,11.133865356445312
76,adabatch,1024,0,0.0016427488910760414,93.46,11.199812650680542
77,adabatch,1024,0,0.0016498664173029236,93.51,11.109169483184814
78,adabatch,1024,0,0.001648150510707144,93.52,11.174910306930542
79,adabatch,1024,0,0.0016527339437250365,93.51,11.13253927230835
80,adabatch,1024,0,0.0016530195045900548,93.46,11.091333150863647
81,adabatch,2048,0,0.0015864954330027103,93.48,23.52799916267395
82,adabatch,2048,0,0.0015922052475313346,93.5,23.43186068534851
83,adabatch,2048,0,0.0015872475613529482,93.46,23.470855474472046
84,adabatch,2048,0,0.001593873157010724,93.52,23.479735612869263
85,adabatch,2048,0,0.0015868648032968244,93.5,23.560353994369507
86,adabatch,2048,0,0.001595305127557367,93.49,23.50650668144226
87,adabatch,2048,0,0.001594118009476612,93.54,23.574638605117798
88,adabatch,2048,0,0.0015975989556560914,93.52,23.548828125
89,adabatch,2048,0,0.001607091340702027,93.5,23.50517225265503
90,adabatch,2048,0,0.0015901961945928634,93.51,23.461825132369995
91,adabatch,2048,0,0.0016111237346194685,93.52,23.51243019104004
92,adabatch,2048,0,0.0015999569130750993,93.51,23.492061853408813
93,adabatch,2048,0,0.0016180514668424925,93.49,23.589407682418823
94,adabatch,2048,0,0.0016006982807690898,93.5,23.55469059944153
95,adabatch,2048,0,0.001613040811692675,93.48,23.505298376083374
96,adabatch,2048,0,0.0016091096020924547,93.5,23.621422290802002
97,adabatch,2048,0,0.0016107595060020686,93.47,23.45160675048828
98,adabatch,2048,0,0.0016027994725542763,93.47,23.550490617752075
99,adabatch,2048,0,0.001608248179157575,93.47,23.561413764953613
100,adabatch,2048,0,0.0016054839400264124,93.5,21.359602689743042
