epoch,method,batch_size,learning_rate,train_loss,test_error,epoch_time
1,small_static,128,0.1,0.4815504248780228,14.599999999999994,12.816171169281006
2,small_static,128,0.1,0.2924599214466904,10.159999999999997,12.552836418151855
3,small_static,128,0.1,0.2543399635154301,10.319999999999993,12.437617778778076
4,small_static,128,0.1,0.2320327991361557,9.280000000000001,12.477090835571289
5,small_static,128,0.1,0.22138962402209036,10.11,12.429860830307007
6,small_static,128,0.1,0.2140471684430708,10.810000000000002,12.771571636199951
7,small_static,128,0.1,0.20707471881593978,9.64,13.45602560043335
8,small_static,128,0.1,0.1979901779816349,10.159999999999997,13.800437450408936
9,small_static,128,0.1,0.19705852316513753,10.079999999999998,13.042031526565552
10,small_static,128,0.1,0.19079035903408584,9.280000000000001,13.05827021598816
11,small_static,128,0.1,0.1859163778073498,9.719999999999999,12.639369249343872
12,small_static,128,0.1,0.18551687200440528,7.959999999999994,13.08938193321228
13,small_static,128,0.1,0.18078909943035162,9.040000000000006,13.244485139846802
14,small_static,128,0.1,0.17750385235240465,9.420000000000002,13.150588989257812
15,small_static,128,0.1,0.17672263851552122,8.75,13.189728260040283
16,small_static,128,0.1,0.17659901082515717,10.980000000000004,13.417853116989136
17,small_static,128,0.1,0.1726592408377987,9.049999999999997,13.818462610244751
18,small_static,128,0.1,0.17199837104248594,9.030000000000001,17.623470783233643
19,small_static,128,0.1,0.17092742431742042,9.950000000000003,16.790366888046265
20,small_static,128,0.1,0.16816567763018964,9.409999999999997,17.332804203033447
21,small_static,128,0.025,0.10112905877628434,6.829999999999998,16.478858947753906
22,small_static,128,0.025,0.07194359551892797,7.019999999999996,18.851484060287476
23,small_static,128,0.025,0.05853155288877073,7.230000000000004,16.775903940200806
24,small_static,128,0.025,0.05310651072576991,8.280000000000001,16.662144899368286
25,small_static,128,0.025,0.05096064213671283,8.019999999999996,16.335384368896484
26,small_static,128,0.025,0.055622887551419135,8.739999999999995,16.854146480560303
27,small_static,128,0.025,0.05741973277300533,7.780000000000001,16.725788831710815
28,small_static,128,0.025,0.055138994494814485,7.540000000000006,19.444621801376343
29,small_static,128,0.025,0.055414701569706265,7.489999999999995,18.025076866149902
30,small_static,128,0.025,0.05093695878831626,7.700000000000003,17.44511342048645
31,small_static,128,0.025,0.05786430138125539,8.11,13.064576148986816
32,small_static,128,0.025,0.05525785416110492,8.579999999999998,12.920655727386475
33,small_static,128,0.025,0.051253355177703186,8.319999999999993,12.646494388580322
34,small_static,128,0.025,0.048511303907661424,8.689999999999998,12.499100685119629
35,small_static,128,0.025,0.05301774508639503,8.370000000000005,12.475609540939331
36,small_static,128,0.025,0.048842490720215126,8.280000000000001,12.561498403549194
37,small_static,128,0.025,0.05394327375235588,7.790000000000006,12.653228998184204
38,small_static,128,0.025,0.05017640782214368,8.599999999999994,12.423012018203735
39,small_static,128,0.025,0.04587887215422097,8.079999999999998,12.4235200881958
40,small_static,128,0.025,0.0446893705118662,7.909999999999997,12.613111734390259
41,small_static,128,0.00625,0.015708299029543044,7.099999999999994,12.54603624343872
42,small_static,128,0.00625,0.005073689110974259,6.819999999999993,12.59685492515564
43,small_static,128,0.00625,0.0035970430123184855,6.840000000000003,12.430654525756836
44,small_static,128,0.00625,0.002940830610283434,6.890000000000001,12.643087387084961
45,small_static,128,0.00625,0.002560474632952267,6.849999999999994,12.707250595092773
46,small_static,128,0.00625,0.0024103168696006224,6.920000000000002,12.776528596878052
47,small_static,128,0.00625,0.0022508816686578033,6.909999999999997,12.666874170303345
48,small_static,128,0.00625,0.002107259888536553,6.8799999999999955,12.463882446289062
49,small_static,128,0.00625,0.0020447884831996535,6.930000000000007,12.553611755371094
50,small_static,128,0.00625,0.0020397850958906462,6.900000000000006,12.766356468200684
51,small_static,128,0.00625,0.001972684488648664,6.909999999999997,12.421918153762817
52,small_static,128,0.00625,0.0019330282633288154,6.8799999999999955,12.614743709564209
53,small_static,128,0.00625,0.0019463024006338358,6.829999999999998,12.617192268371582
54,small_static,128,0.00625,0.0019326724374154483,6.8700000000000045,12.471904039382935
55,small_static,128,0.00625,0.0019622439857888054,6.849999999999994,12.606128931045532
